"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL4109686";"";"None";"503.54";"1";"2.37";"BDBM246016";"N#Cc1cc(-c2ccnc(Nc3ccc(NC(=O)CN4CCOCC4)nc3)n2)cnc1N1CC[C@@H](F)C1";"IC50";"'<'";"30.0";"nM";"";"";"429099";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3913460";"";"None";"515.44";"1";"3.07";"BDBM205192";"CN1CCN(Cc2ccc(C(=O)Nc3sc(-c4ccncc4Br)nc3C(N)=O)cc2)CC1";"IC50";"'='";"310.0";"nM";"6.51";"";"363259";"UO_0000065";"12.63";"0.28";"3.44";"6.23";"0";"CHEMBL3887915";"TBK1 Enzyme Assay: The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 μM ATP (spiked with 0.25 μCi 33P-ATP/well) are incubated in a total volume of 50 μl (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 μl 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 μl 0.9% sodium chloride solution. Nonspecific reaction is determined in presence of 100 nM Staurosporine. Radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886503";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3937277";"";"None";"509.59";"1";"3.01";"BDBM205213";"CC(C)(C)OC(=O)N1CCN(c2ccc(C(=O)Nc3sc(-c4ccncc4)nc3C(N)=O)cn2)CC1";"IC50";"'='";"1200.0";"nM";"5.92";"";"363280";"UO_0000065";"11.62";"0.22";"2.91";"4.12";"0";"CHEMBL3887915";"TBK1 Enzyme Assay: The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 μM ATP (spiked with 0.25 μCi 33P-ATP/well) are incubated in a total volume of 50 μl (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 μl 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 μl 0.9% sodium chloride solution. Nonspecific reaction is determined in presence of 100 nM Staurosporine. Radioactivity is measured in a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886503";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL2207220";"";"None";"512.31";"2";"5.37";"10c";"O=C(NCCCNc1nc(Nc2cccc(F)c2)ncc1Br)c1ccc(C(F)(F)F)cc1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"12.39";"0.27";"0.98";"8.04";"0";"CHEMBL2213811";"Inhibition of TBK1 by radiometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203069";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2207211";"";"None";"395.51";"0";"3.35";"20e";"O=C(NCCCNc1nc(Nc2cnn(C3CC3)c2)ncc1C1CC1)C1CCC1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"20.23";"0.38";"4.65";"8.27";"0";"CHEMBL2213811";"Inhibition of TBK1 by radiometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203069";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2207196";"";"None";"422.58";"0";"3.88";"17b";"CN(C)Cc1ccc(Nc2ncc(C3CC3)c(NCCCNC(=O)C3CCC3)n2)cc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"19.46";"0.36";"4.34";"10.00";"0";"CHEMBL2213811";"Inhibition of TBK1 by radiometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203069";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL3984327";"";"None";"401.45";"0";"3.31";"BDBM246029";"N#Cc1cc(-c2ccnc(Nc3ccc4c(c3)CNC4)n2)cnc1N1CC[C@H](F)C1";"IC50";"'<'";"15.0";"nM";"";"";"429112";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3889505";"";"None";"473.54";"0";"1.69";"BDBM246064";"CC(C(N)=O)N(C)c1ncc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)cc1C#N";"IC50";"'<'";"100.0";"nM";"";"";"429147";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3943539";"";"None";"486.58";"0";"2.85";"BDBM246066";"CN(CC1CCOC1)c1ncc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)cc1C#N";"IC50";"'<'";"1000.0";"nM";"";"";"429149";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3650711";"";"None";"345.41";"0";"3.09";"BDBM148095";"Cn1nccc1Nc1nccc(-c2ccc(N3CCCC3)c(C#N)c2)n1";"IC50";"'<'";"30.0";"nM";"";"";"286081";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3945627";"";"None";"446.49";"0";"3.09";"BDBM246026";"N#Cc1cc(-c2nc(Nc3ccc(CN4CCOCC4)nc3)ncc2F)cnc1NC1CC1";"IC50";"'<'";"100.0";"nM";"";"";"429109";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL4112421";"";"None";"469.51";"1";"2.23";"BDBM246036";"Cn1cc(NC(=O)[C@H]2CCCN2c2ncc(-c3ccnc(Nc4cnn(C)c4)n3)cc2C#N)cn1";"IC50";"'<'";"100.0";"nM";"";"";"429119";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3942227";"";"None";"408.44";"0";"2.28";"BDBM246047";"N#Cc1cc(-c2ccnc(Nc3cnn(CCCO)c3)n2)cnc1N1CC[C@H](F)C1";"IC50";"'<'";"30.0";"nM";"";"";"429130";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3984323";"";"None";"499.58";"0";"2.08";"BDBM246056";"N#Cc1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)cnc1N1CCC(CC(N)=O)C1";"IC50";"'<'";"100.0";"nM";"";"";"429139";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3916574";"";"None";"459.51";"0";"1.67";"BDBM246063";"CC(Nc1ncc(-c2ccnc(Nc3ccc(CN4CCOCC4)nc3)n2)cc1C#N)C(N)=O";"IC50";"'<'";"100.0";"nM";"";"";"429146";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3977034";"";"None";"448.51";"0";"2.83";"BDBM246095";"COCCNCc1ccc(Nc2nccc(-c3ccc(N4CC[C@H](F)C4)c(C#N)n3)n2)cn1";"IC50";"'<'";"30.0";"nM";"";"";"429178";"UO_0000065";"";"";"";"";"0";"CHEMBL3889017";"Time-Resolved Fluorescence-based Lanthascreen Assay: Kinase inhibition assays (10 μL) were performed at 20° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 μM) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBα substrate (DRHDSGLDSMKDE), 20 μM ATP, 2 nM or 8 nM IKKε or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.Compound dilutions were prepared from 10 mM DMSO stocks by dilution into DMSO. Compound dilution series were further diluted in kinase assay buffer to give a 12% DMSO stock, the final concentration in the assay being 3% DMSO.The kinase phosphorylation assay was initiated by the addition of the kinase and the reaction was allowed to proceed for 1 h or 2.5 h for IKKε and TBK-1 kinase respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886918";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL2207181";"";"None";"422.30";"0";"3.84";"10h";"O=C(NCCCNc1nc(Nc2cccc(F)c2)ncc1Br)C1CCC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"20.60";"0.46";"4.86";"11.02";"0";"CHEMBL2213811";"Inhibition of TBK1 by radiometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203069";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL3915353";"";"None";"369.41";"0";"1.63";"BDBM209644";"Nc1ncc(-c2ccc(S(N)(=O)=O)cc2)cc1C(=O)Nc1ccncc1";"IC50";"'='";"150.0";"nM";"6.82";"";"370537";"UO_0000065";"18.47";"0.36";"5.19";"4.84";"0";"CHEMBL3888070";"TBK1 : The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 uM ATP (spiked with 0.25 uCi 33P-ATP/well) are incubated in a total volume of 50 ul (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 ul 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 ul 0.9% sodium chloride solution.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886561";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3899705";"";"None";"439.54";"0";"3.27";"BDBM209646";"CCOc1cc(NC(=O)c2cc(-c3ccc(CN4CCOCC4)s3)cnc2N)ccn1";"IC50";"'='";"430.0";"nM";"6.37";"";"370539";"UO_0000065";"14.48";"0.28";"3.10";"6.21";"0";"CHEMBL3888070";"TBK1 : The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 uM ATP (spiked with 0.25 uCi 33P-ATP/well) are incubated in a total volume of 50 ul (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 ul 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 ul 0.9% sodium chloride solution.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886561";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3898836";"";"None";"280.29";"0";"2.57";"BDBM209685";"Nc1ncc(-c2ccoc2)cc1C(=O)Nc1ccncc1";"IC50";"'='";"610.0";"nM";"6.21";"";"370573";"UO_0000065";"22.17";"0.40";"3.64";"6.61";"0";"CHEMBL3888070";"TBK1 : The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 uM ATP (spiked with 0.25 uCi 33P-ATP/well) are incubated in a total volume of 50 ul (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 ul 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 ul 0.9% sodium chloride solution.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886561";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL4515413";"";"None";"509.54";"1";"4.67";"26";"Cc1cc(-c2ccc3nc(Nc4cc(CN5CCN(C(=O)CC(F)(F)F)CC5)ccn4)[nH]c3c2)ccn1";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"14.26";"0.27";"2.60";"8.07";"0";"CHEMBL4380517";"Inhibition of recombinant full length human N-terminal His-tagged TBK1 using biotin-labelled Ahx-GDEDFSSFAEPG peptide as substrate preincubated with enzyme for 15 mins followed by substrate addition and further incubated for 30 mins in presence of 10 uM of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376867";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";""
"CHEMBL3650726";"";"None";"481.60";"0";"4.18";"BDBM148110";"CN1CCC(NC(=O)c2cccc(Nc3nccc(-c4ccc(N5CCCC5)c(C#N)c4)n3)c2)CC1";"IC50";"'<'";"30.0";"nM";"";"";"286091";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
